,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
14329,15179,Eureka Seven Vol. 2: The New Vision,PS2,2006,Action,Namco Bandai Games,0,0,0.02,0,0.02
14330,15180,Love Once: Mermaid's Tears,PS3,2011,Adventure,Unknown,0,0,0.02,0,0.02
14331,15181,Strategy Challenge: Crosswords and More!,PS2,2006,Strategy,Crave Entertainment,0.01,0.01,0,0,0.02
14332,15182,Mata Hari: Betrayal is only a Kiss Away,PC,2008,Adventure,DTP Entertainment,0,0.02,0,0,0.02
14333,15183,"Simple 2500 Series Portable!! Vol. 12: The Hohei 2: Senyuu yo, Sakini Ike",PSP,2009,Action,D3Publisher,0,0,0.02,0,0.02
14335,15185,Quake 4,PC,2005,Action,Activision,0,0.02,0,0,0.02
14336,15186,Maximum Capacity: Hotel Giant,PC,2002,Strategy,JoWood Productions,0,0.02,0,0,0.02
14337,15187,Sengoku Otome: Legend Battle,PSV,2016,Action,Unknown,0,0,0.02,0,0.02
14338,15188,Shippuu Mahou Daisakusen: Kingdom-Grandprix,SAT,1996,Action,Gaga,0,0,0.02,0,0.02
14341,15191,Fritz Chess,DS,2009,Strategy,Deep Silver,0.02,0,0,0,0.02
14342,15192,Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World,PSP,2011,Adventure,Quinrose,0,0,0.02,0,0.02
14343,15193,Fuel,PC,2009,Racing,Codemasters,0,0.02,0,0,0.02
14344,15194,Serious Sam: Next Encounter,GC,2004,Action,Global Star,0.02,0,0,0,0.02
14346,15196,Motto! SoniComi,PS3,2014,Simulation,Kadokawa Games,0,0,0.02,0,0.02
14347,15197,Let's Play Flight Attendant,DS,2010,Simulation,Deep Silver,0.02,0,0,0,0.02
14348,15198,Akai Ito DS,DS,2008,Adventure,Alchemist,0,0,0.02,0,0.02
14349,15199,Knight's Apprentice: Memorick's Adventures,XB,2004,Action,Microids,0.02,0,0,0,0.02
14350,15200,Saint,Wii,,Action,Unknown,0.02,0,0,0,0.02
14351,15201,Darksiders,PS3,2010,Action,THQ,0.01,0.01,0,0,0.02
14352,15202,Natsuiro no Sunadokei,PS2,2002,Adventure,Princess Soft,0,0,0.02,0,0.02
14353,15203,Indigo Prophecy,PC,2005,Adventure,Atari,0,0.02,0,0,0.02
14355,15205,Tale of a Hero,PC,2010,Adventure,Daedalic,0,0.02,0,0.01,0.02
14356,15206,Valentino Rossi: The Game,XOne,2016,Racing,Namco Bandai Games,0,0.02,0,0,0.02
14357,15207,Turbo: Super Stunt Squad,PS3,2013,Sports,D3Publisher,0,0.02,0,0,0.02
14358,15208,FIFA Soccer 09,PC,2008,Sports,Electronic Arts,0,0.02,0,0,0.02
14359,15209,The Lord of the Rings: The Battle for Middle-Earth II,PC,2006,Strategy,Electronic Arts,0.01,0.01,0,0,0.02
14360,15210,Ballblazer Champions,PS,1997,Sports,CTO SpA,0.01,0.01,0,0,0.02
14361,15212,So Blonde,PC,2008,Adventure,Eidos Interactive,0,0.02,0,0,0.02
14362,15213,Winter Sports 2011,X360,2011,Sports,DTP Entertainment,0,0.02,0,0,0.02
14363,15214,Koisuru Otome to Shugo no Tate: The Shield of AIGIS,PS2,2008,Adventure,Alchemist,0,0,0.02,0,0.02
14364,15215,Disney's Meet the Robinsons,DS,2007,Action,Disney Interactive Studios,0.02,0,0,0,0.02
14365,15216,Casper's Scare School: Classroom Capers,DS,2008,Adventure,Blast! Entertainment Ltd,0.02,0,0,0,0.02
14366,15217,Moujuutsukai to Oujisama Portable,PSP,2011,Adventure,Idea Factory,0,0,0.02,0,0.02
14367,15218,Galaxy Angel II: Eigou Kaiki no Koku,PS2,2009,Strategy,Broccoli,0,0,0.02,0,0.02
14368,15219,Genroh,PSP,2012,Action,Idea Factory,0,0,0.02,0,0.02
14369,15220,Otome wa Oanesama Boku ni Koi Shiteru Portable,PSP,2010,Adventure,Alchemist,0,0,0.02,0,0.02
14370,15221,Iron Phoenix,XB,2005,Action,Sega,0.02,0,0,0,0.02
14371,15222,Legend: Hand of God,PC,2007,Role-Playing,DTP Entertainment,0,0.02,0,0,0.02
14372,15223,Geon Cube,Wii,2009,Strategy,P2 Games,0.02,0,0,0,0.02
14373,15224,Tennis no Oji-Sama: Driving Smash! Side King,DS,2008,Sports,Konami Digital Entertainment,0,0,0.02,0,0.02
14374,15225,Kuon,PS2,2004,Adventure,Indie Games,0.01,0.01,0,0,0.02
14375,15226,Kannou Mukashi Banashi Portable,PSP,2012,Adventure,Idea Factory,0,0,0.02,0,0.02
14376,15227,Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,PS3,2010,Adventure,Alchemist,0,0,0.02,0,0.02
14377,15228,Diabolik Lovers: More Blood,PSV,2015,Adventure,Idea Factory,0,0,0.02,0,0.02
14378,15229,Triple Crown Championship Snowboarding,Wii,2010,Sports,Destineer,0.02,0,0,0,0.02
14379,15230,UnchainBlades EXXiV,3DS,2012,Role-Playing,FuRyu,0,0,0.02,0,0.02
14380,15231,The Fast and the Furious,PSP,2007,Racing,Deep Silver,0.02,0,0,0,0.02
14381,15232,Fallout Trilogy,PC,2004,Role-Playing,Ubisoft,0,0.02,0,0,0.02
14382,15233,Carmen Sandiego: The Secret of the Stolen Drums,GC,2004,Action,BAM! Entertainment,0.02,0,0,0,0.02
14383,15234,The Sims: Complete Collection,PC,2005,Simulation,Electronic Arts,0.01,0.01,0,0,0.02
14384,15235,Command & Conquer 3: Deluxe Edition,PC,2008,Strategy,Electronic Arts,0,0.02,0,0,0.02
14386,15237,Sacred Gold,PC,2005,Role-Playing,Encore,0,0.02,0,0,0.02
14387,15238,Dies Irae: Amantes Amentes,PSP,2012,Action,Views,0,0,0.02,0,0.02
14388,15239,Puyo Puyo! 15th Anniversary,PSP,2007,Strategy,Sega,0,0,0.02,0,0.02
14389,15240,Mind over Matter,DS,2010,Strategy,505 Games,0.02,0,0,0,0.02
14390,15241,The Idolmaster: Gravure For You! Vol.9,PS3,2012,Action,Namco Bandai Games,0,0,0.02,0,0.02
14391,15242,Discovery Kids: Snake Safari,DS,2009,Simulation,505 Games,0.02,0,0,0,0.02
14392,15243,Ryu-koku,PS2,2006,Adventure,KID,0,0,0.02,0,0.02
14394,15245,Group S Challenge,XB,2003,Racing,Capcom,0.02,0,0,0,0.02
14395,15246,GunParade Orchestra: Midori no Shou,PS2,2006,Adventure,Sony Computer Entertainment,0,0,0.02,0,0.02
14396,15247,Action: Starfighter Sanvein,PS,2000,Action,Midas Interactive Entertainment,0.01,0.01,0,0,0.02
14397,15248,Jewel Master: Cradle Of Rome 2,DS,2011,Strategy,Rising Star Games,0,0.02,0,0,0.02
14398,15249,Sakura Wars 1 & 2,PSP,2006,Strategy,Sega,0,0,0.02,0,0.02
14399,15251,Brave: The Video Game,DS,2012,Action,Disney Interactive Studios,0,0.02,0,0,0.02
14400,15252,Order of War,PC,2009,Strategy,Square Enix,0,0.01,0,0,0.02
14401,15253,Terminator 3: The Redemption,GC,2004,Action,Atari,0.02,0,0,0,0.02
14402,15254,Painkiller,PC,2004,Action,DreamCatcher Interactive,0,0.02,0,0,0.02
14403,15255,Date A Live: Arusu Install,PS3,2014,Adventure,Compile Heart,0,0,0.02,0,0.02
14405,15257,Tengen Toppa Gurren-Lagann,DS,2007,Action,Konami Digital Entertainment,0,0,0.02,0,0.02
14406,15258,Sugoi Hebereke,SNES,1994,Action,Sunsoft,0,0,0.02,0,0.02
14407,15259,Pebble Beach Golf Links,SAT,1994,Sports,Sega,0,0,0.02,0,0.02
14408,15260,Spider-Man: Web of Shadows,PC,2008,Action,Activision,0,0.02,0,0,0.02
14409,15261,Dakar 2: The World's Ultimate Rally,XB,2003,Racing,Acclaim Entertainment,0.02,0,0,0,0.02
14410,15262,Jelly Belly: Ballistic Beans,Wii,2009,Strategy,Zoo Digital Publishing,0.02,0,0,0,0.02
14412,15264,Mario Tennis,3DS,,Sports,,0,0,0.02,0,0.02
14413,15265,Higurashi Daybreak Portable Mega Edition,PSP,2009,Adventure,Alchemist,0,0,0.02,0,0.02
14414,15267,Shinken de Watashi ni Koi Shinasai! R,PS3,2012,Action,Minato Station,0,0,0.02,0,0.02
14415,15268,Whiteout,PS2,2002,Racing,Konami Digital Entertainment,0.01,0.01,0,0,0.02
14416,15269,Shiratsuyu no Kai,PSP,2013,Adventure,Idea Factory,0,0,0.02,0,0.02
14417,15270,Dungeon Defenders,PC,2011,Role-Playing,Unknown,0.02,0,0,0,0.02
14418,15271,Final Fantasy XIV: Heavensward,PS3,2015,Action,Square Enix,0.01,0,0.01,0,0.02
14419,15272,Sniper Elite V2,WiiU,2013,Action,505 Games,0,0.02,0,0,0.02
14420,15273,World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto,PSP,2008,Simulation,fonfun,0,0,0.02,0,0.02
14421,15274,XGRA: Extreme G Racing Association,GC,2003,Racing,Acclaim Entertainment,0.02,0,0,0,0.02
14422,15275,Command & Conquer: The First Decade,PC,2006,Strategy,Electronic Arts,0.01,0.01,0,0,0.02
14426,15279,Kill.Switch,GBA,2004,Action,Zoo Digital Publishing,0.02,0.01,0,0,0.02
14427,15280,"Renai Banchou: Inochi Meishi, Koiseyo Otome! Love is Power!!!",PSP,2010,Adventure,Idea Factory,0,0,0.02,0,0.02
14429,15282,Heavy Fire: The Chosen Few 3D,3DS,2011,Action,Mastiff,0.02,0,0,0,0.02
14431,15284,Hyakka Hyakurou: Sengoku Ninpoujou,PSV,2016,Adventure,D3Publisher,0,0,0.02,0,0.02
14432,15285,Jake Hunter: Detective Chronicles,DS,2008,Adventure,Aksys Games,0.02,0,0,0,0.02
14433,15286,Gekka Ryouran Romance,PSP,2011,Adventure,Idea Factory,0,0,0.02,0,0.02
14434,15287,Don Bradman Cricket 14,PS3,2014,Sports,Tru Blu Entertainment,0,0.02,0,0,0.02
14435,15288,Guess the Logos,XB,2004,Strategy,Sega,0.02,0,0,0,0.02
14436,15289,Ore no Yome: Anata Dake no Hanayome,X360,2010,Adventure,Idea Factory,0,0,0.02,0,0.02
14437,15290,Crime Scene,DS,2009,Adventure,Nobilis,0,0.02,0,0,0.02
14438,15291,Military History: Commander - Europe at War,PSP,2009,Strategy,Slitherine Software,0,0.01,0,0.01,0.02
14440,15293,Final Approach 2: 1st Priority,PS2,2008,Adventure,Princess Soft,0,0,0.02,0,0.02
14441,15294,Stormrise,PC,2009,Strategy,Sega,0,0.02,0,0,0.02
14442,15295,Gochuumon wa Usagi Desu ka?? Wonderful Party!,PSV,2016,Adventure,5pb,0,0,0.02,0,0.02
14443,15296,Moujuutsukai to Oujisama: Snow Bride,PS2,2011,Adventure,Idea Factory,0,0,0.02,0,0.02
14444,15297,Detective Jinguuji Saburo: Ronde Revenge,3DS,2012,Action,Arc System Works,0,0,0.02,0,0.02
14445,15299,Meitantei Evangelion,PS2,2007,Adventure,Broccoli,0,0,0.02,0,0.02
14446,15300,Tsuyo Kiss 2 Portable,PSP,2010,Adventure,NetRevo,0,0,0.02,0,0.02
14447,15301,Butt-Ugly Martians: Zoom or Doom!,PS2,2002,Racing,Vivendi Games,0.01,0.01,0,0,0.02
14448,15302,Mar Heaven: Karudea no Akuma,DS,2006,Role-Playing,Konami Digital Entertainment,0,0,0.02,0,0.02
14449,15303,F1 2016 (Codemasters),PC,2016,Racing,Codemasters,0,0.02,0,0,0.02
14450,15304,Brain Dead 13,PS,1996,Adventure,Coconuts Japan,0.01,0.01,0,0,0.02
14451,15306,Robotics;Notes,X360,2012,Adventure,5pb,0,0,0.02,0,0.02
14452,15308,Rugby League Team Manager 2015,PC,2015,Action,Alternative Software,0,0.02,0,0,0.02
14454,15310,The Lord of the Rings Online: Mines of Moria,PC,2008,Role-Playing,Codemasters Online,0,0.02,0,0,0.02
14455,15311,T.A.C. Heroes : Big Red One,DS,2010,Strategy,Storm City Games,0.02,0,0,0,0.02
14456,15312,War Leaders: Clash of Nations,PC,2009,Strategy,CDV Software Entertainment,0,0.02,0,0,0.02
14457,15313,Dungeons & Dragons: Shadow over Mystara,PS3,2013,Role-Playing,Capcom,0,0,0.02,0,0.02
14458,15314,The King of Fighters NeoWave,XB,2006,Action,SNK Playmore,0.02,0,0,0,0.02
14459,15315,Super PickUps,PS2,2007,Racing,XS Games,0.01,0.01,0,0,0.02
14460,15316,Strategy Quest: Challenge of the Warlords,PSP,2007,Strategy,D3Publisher,0.01,0,0,0,0.02
14461,15317,Aquanaut's Holiday,PS,1995,Adventure,Sony Computer Entertainment,0.01,0.01,0,0,0.02
14462,15318,Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,DS,2007,Adventure,Marvelous Interactive,0,0,0.02,0,0.02
14463,15319,Runaway: A Twist of Fate,DS,,Adventure,Focus Home Interactive,0,0.02,0,0,0.02
14464,15320,Hot 'n' Cold,DS,2009,Action,Majesco Entertainment,0.02,0,0,0,0.02
14465,15321,Nisenochigiri,PSP,2010,Adventure,Idea Factory,0,0,0.02,0,0.02
14466,15322,Wakeboarding Unleashed Featuring Shaun Murray,GBA,2003,Sports,Aspyr,0.01,0.01,0,0,0.02
14467,15323,The Testament of Sherlock Holmes,X360,2012,Adventure,Focus Home Interactive,0,0.02,0,0,0.02
14468,15324,Kikou Heidan J-Phoenix: Cobalt Shoutaihen,PS2,2002,Action,Takara,0,0,0.02,0,0.02
14469,15325,Last Escort,PS2,2006,Adventure,D3Publisher,0,0,0.02,0,0.02
14470,15326,Meikyuu Cross Blood: Reloaded,X360,2011,Action,Unknown,0,0,0.02,0,0.02
14471,15327,Livly Garden,DS,2010,Simulation,Marvelous Interactive,0,0,0.02,0,0.02
14473,15329,Elminage III: Ankoku no Shito to Yaiyou no Kyuuden,PSP,2011,Role-Playing,Starfish,0,0,0.02,0,0.02
14474,15330,Commando: Steel Disaster,DS,2008,Action,Lexicon Entertainment,0.02,0,0,0,0.02
14475,15331,Aria: The Natural ~Tooi Yume no Mirage~,PS2,2006,Adventure,Alchemist,0,0,0.02,0,0.02
14476,15332,Hellgate: London,PC,2007,Role-Playing,Electronic Arts,0,0.02,0,0,0.02
14477,15333,Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,Wii,2008,Action,Marvelous Interactive,0,0,0.02,0,0.02
14478,15334,The Awakened Fate Ultimatum,PS3,2014,Role-Playing,Nippon Ichi Software,0,0,0.02,0,0.02
14479,15335,Gal Gun,PS3,2012,Action,Alchemist,0,0,0.02,0,0.02
14480,15336,Chuck E. Cheese's Super Collection,Wii,2011,Action,UFO Interactive,0.02,0,0,0,0.02
14481,15337,Hakuouki: Yuugi Roku DS,DS,2011,Adventure,Idea Factory,0,0,0.02,0,0.02
14482,15338,Mystery Tales 2: The Spirit Mask,DS,2011,Strategy,Unknown,0,0.02,0,0,0.02
14483,15339,Kung Fu Panda: Showdown of Legendary Legends,3DS,2015,Action,Little Orbit,0,0.02,0,0,0.02
14484,15340,Shonen Jump's Shaman King: Master of Spirits 2,GBA,2005,Role-Playing,Konami Digital Entertainment,0.01,0.01,0,0,0.02
14485,15341,Dead Rising,PS4,2016,Action,Capcom,0.01,0,0,0,0.02
14486,15342,Homefront: The Revolution,PC,2016,Action,Deep Silver,0,0.02,0,0,0.02
14487,15343,Toki no Kizuna: Hanayui Tsuzuri,PSP,2013,Adventure,Idea Factory,0,0,0.02,0,0.02
14488,15344,The Technomancer,XOne,2016,Role-Playing,Focus Home Interactive,0.01,0.01,0,0,0.02
14489,15345,Rinne no Lagrange: Kamogawa Days,PS3,2012,Adventure,Namco Bandai Games,0,0,0.02,0,0.02
14490,15346,TOCA Race Driver 3,PC,2006,Racing,Codemasters,0,0.02,0,0,0.02
14491,15347,Airport Simulator,PC,2011,Simulation,Unknown,0,0.02,0,0,0.02
14492,15348,Casper's Scare School: Spooky Sports Day,Wii,2009,Sports,Blast! Entertainment Ltd,0.02,0,0,0,0.02
14493,15349,Code R,SAT,1998,Adventure,Quintet,0,0,0.02,0,0.02
14494,15350,The Idolmaster: Gravure For You! Vol.8,PS3,2012,Action,Namco Bandai Games,0,0,0.02,0,0.02
14495,15351,Disney Sports Football,GBA,2002,Sports,Unknown,0.01,0.01,0,0,0.02
14496,15352,Oil Rush,PC,2012,Strategy,Iceberg Interactive,0,0.02,0,0,0.02
14497,15353,Cabela's Big Game Hunter: Pro Hunts,WiiU,2014,Action,Activision,0.02,0,0,0,0.02
14498,15354,Chicken Hunter,DS,2007,Action,Phoenix Games,0.02,0,0,0,0.02
14499,15355,Hakuoki: Shinkai - Furi no Shou,PSV,2015,Action,Idea Factory,0,0,0.02,0,0.02
14500,15356,Demolition Company: Gold Edition,PC,2011,Simulation,,0,0.02,0,0,0.02
14501,15357,Headhunter: Redemption,XB,2004,Action,Sega,0.02,0,0,0,0.02
14502,15358,Onechanbara Special,PSP,2011,Action,D3Publisher,0,0,0.02,0,0.02
14503,15359,Daikaijuu Battle: Ultra Coliseum,Wii,2008,Action,Namco Bandai Games,0,0,0.02,0,0.02
14504,15360,Saki: Achiga-Hen Portable,PSP,2013,Adventure,Alchemist,0,0,0.02,0,0.02
14505,15361,Bella Sara 2 - The Magic of Drasilmare,3DS,2013,Adventure,Big Ben Interactive,0,0.02,0,0,0.02
14507,15363,Polar Bowler,DS,2008,Sports,Mumbo Jumbo,0.02,0,0,0,0.02
14508,15365,F1 2002,GBA,2002,Racing,"Destination Software, Inc",0.01,0.01,0,0,0.02
14509,15366,Chicago Enforcer,XB,2005,Action,Kemco,0.02,0,0,0,0.02
14510,15367,Jinguuji Saburou DS: Akai Chou,DS,2010,Adventure,Arc System Works,0,0,0.02,0,0.02
14511,15368,Dance Dance Revolution Extra Mix,PS,2001,Simulation,Konami Digital Entertainment,0,0,0.02,0,0.02
14512,15369,UnchainBlades EXXiV,PSP,2012,Role-Playing,FuRyu,0,0,0.02,0,0.02
14513,15370,Princess Isabella: A Witch's Curse,Wii,2010,Adventure,Destineer,0.02,0,0,0,0.02
14514,15371,Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou,DS,2008,Adventure,Namco Bandai Games,0,0,0.02,0,0.02
14515,15372,The Legend of Heroes: Trails in the Sky Third Chapter,PSV,2016,Role-Playing,Nihon Falcom Corporation,0,0,0.02,0,0.02
14516,15373,Pippa Funnell: Ranch Rescue,Wii,2007,Adventure,Ubisoft,0,0.02,0,0,0.02
14517,15374,Jewel Link: Galactic Quest,DS,2012,Action,Avanquest Software,0,0.02,0,0,0.02
14518,15375,Super Bowling,N64,1999,Sports,Athena,0.02,0,0,0,0.02
14519,15376,Rat Attack!,N64,2000,Strategy,Mindscape,0.02,0,0,0,0.02
14520,15377,Kawaii Koinu DS 3,DS,2010,Simulation,MTO,0,0,0.02,0,0.02
14521,15378,Chuugen no Hasha: Sangoku Shouseiden,PSP,2006,Strategy,Namco Bandai Games,0,0,0.02,0,0.02
14522,15379,Chevrolet Camaro: Wild Ride,DS,2010,Racing,Storm City Games,0.02,0,0,0,0.02
14523,15380,The Sims 2: Happy Holiday Stuff,PC,2006,Simulation,Electronic Arts,0.01,0.01,0,0,0.02
14524,15381,Largo Winch .// Commando Sar,PS,2002,Adventure,Ubisoft,0.01,0.01,0,0,0.02
14525,15382,Joker no Kuni no Alice: Wonderful Wonder World,PSP,2011,Adventure,Quinrose,0,0,0.02,0,0.02
14526,15383,Cross Treasures,DS,2009,Role-Playing,Square Enix,0,0,0.02,0,0.02
14527,15385,Silent Bomber,PS,1999,Action,Virgin Interactive,0.01,0.01,0,0,0.02
14528,15386,Samurai & Dragons,PSV,2012,Action,Sega,0,0,0.02,0,0.02
14530,15388,Elminage Original: Majo to Megami to Kamigami no Yubiwa,PSP,2011,Role-Playing,Starfish,0,0,0.02,0,0.02
14532,15390,XGRA: Extreme G Racing Association,XB,2003,Racing,Acclaim Entertainment,0.02,0,0,0,0.02
14533,15391,Uta no * Prince-Sama,PSP,2010,Adventure,Broccoli,0,0,0.02,0,0.02
14534,15392,Ridge Racer Unbounded,PC,2012,Racing,Namco Bandai Games,0,0.02,0,0,0.02
14535,15393,Elminage Gothic: Ulm Zakir to Yami no Gishiki,PSP,2012,Role-Playing,Starfish,0,0,0.02,0,0.02
14537,15395,Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,3DS,2011,Action,Namco Bandai Games,0,0,0.02,0,0.02
14538,15396,Invizimals: The Resistance,PSV,2014,Role-Playing,Sony Computer Entertainment,0,0.02,0,0,0.02
14539,15397,Anima - Gate of Memories,PS4,2016,Action,Avanquest,0,0.02,0,0,0.02
14540,15398,B-17: Fortress in the Sky,DS,2007,Simulation,DSI Games,0.02,0,0,0,0.02
14541,15399,Mushishi: Amefuru Sato,DS,2008,Simulation,Marvelous Interactive,0,0,0.02,0,0.02
14542,15400,Arcana Famiglia: Vascello Phantasma no Majutsushi,PSP,2012,Action,Comfort,0,0,0.02,0,0.02
14543,15401,The Legend of Heroes: Trails in the Sky Second Chapter,PS3,2013,Role-Playing,Falcom Corporation,0,0,0.02,0,0.02
14544,15402,Motocross Mania 3,XB,2005,Racing,Take-Two Interactive,0.01,0,0,0,0.02
14545,15403,Psycho-Pass: Mandatory Happiness,PSV,2016,Adventure,Nippon Ichi Software,0,0.01,0.01,0,0.02
14546,15404,ESPN MLS ExtraTime 2002,GC,2002,Sports,Konami Digital Entertainment,0.02,0,0,0,0.02
14547,15405,Winning Post 7: Maximum 2007,PS2,2007,Sports,Tecmo Koei,0,0,0.02,0,0.02
14548,15406,Resident Evil: Umbrella Corps,PS4,2016,Action,Capcom,0,0,0.02,0,0.02
14549,15407,Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,PS2,2010,Action,Russel,0,0,0.02,0,0.02
14550,15408,Vitamin R,PSP,2013,Adventure,D3Publisher,0,0,0.02,0,0.02
14551,15409,Fist of the North Star: Ken's Rage 2,WiiU,2013,Action,Tecmo Koei,0,0,0.02,0,0.02
14552,15410,Maximum Racing: Crash Car Racer,Wii,2010,Racing,Nordic Games,0.01,0.01,0,0,0.02
14553,15411,Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation,GBA,2006,Action,Atari,0.01,0.01,0,0,0.02
14554,15412,Deus Ex: Mankind Divided,PC,2016,Role-Playing,Square Enix,0,0.02,0,0,0.02
14555,15413,Guitar Freaks V2 & DrumMania V2,PS2,2006,Simulation,Konami Digital Entertainment,0,0,0.02,0,0.02
14556,15414,Backyard Baseball '09,PS2,2008,Sports,Atari,0.01,0.01,0,0,0.02
14557,15415,Strategy City,DS,2009,Strategy,Destineer,0.02,0,0,0,0.02
14558,15416,Gakuen K: Wonderful School Days,PSP,2014,Adventure,Idea Factory,0,0,0.02,0,0.02
14559,15417,Worms,X360,2007,Strategy,Microsoft Game Studios,0,0.02,0,0,0.02
14560,15418,RollerCoaster Tycoon World,PC,2016,Simulation,Atari,0,0.02,0,0,0.02
14561,15419,Pastel Chime Continue,PSP,2010,Adventure,5pb,0,0,0.02,0,0.02
14562,15420,Trapped Dead,PC,2011,Strategy,Iceberg Interactive,0,0.02,0,0,0.02
14563,15421,Super Fruit Fall,Wii,2006,Strategy,System 3 Arcade Software,0.01,0,0,0,0.02
14564,15422,Zwei!!,PSP,2008,Role-Playing,Falcom Corporation,0,0,0.02,0,0.02
14566,15424,Ro-Kyu-Bu! Lost Secret,PSP,2013,Adventure,Kadokawa Shoten,0,0,0.02,0,0.02
14567,15425,CV Casting Voice,PS3,2014,Adventure,Namco Bandai Games,0,0,0.02,0,0.02
14568,15426,Littlest Pet Shop,PC,2008,Simulation,Electronic Arts,0,0.02,0,0,0.02
14569,15427,Net High,PSV,2015,Adventure,Marvelous Games,0,0,0.02,0,0.02
14570,15429,Defendin' De Penguin,DS,2008,Strategy,Zushi Games,0.02,0,0,0,0.02
14571,15430,The Sims 2: Family Fun Stuff,PC,2006,Simulation,Electronic Arts,0,0.01,0,0,0.02
14572,15431,Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,PS2,2008,Role-Playing,Sega,0,0,0.02,0,0.02
14573,15432,Worldwide Soccer Manager 2007,PC,2006,Sports,Sega,0,0.02,0,0,0.02
14574,15433,Heroes of the Pacific,PC,2005,Simulation,Codemasters,0,0.02,0,0,0.02
14575,15434,Kokoro Connect: Yochi Random,PSP,2012,Action,Namco Bandai Games,0,0,0.02,0,0.02
14576,15435,Tenkai Knights: Brave Battle,3DS,2014,Action,Namco Bandai Games,0.01,0.01,0,0,0.02
14577,15436,Mount & Blade: Warband,PC,2010,Role-Playing,Paradox Interactive,0.01,0.01,0,0,0.02
14578,15437,Horrid Henry: Missions of Mischief,Wii,2010,Adventure,SouthPeak Games,0,0.02,0,0,0.02
14579,15438,Dark Tales: Edgar Allan Poe's The Premature Burial,PC,2012,Strategy,Focus Multimedia,0,0.02,0,0,0.02
14580,15439,Painkiller: Hell & Damnation,X360,2013,Action,Nordic Games,0,0.01,0,0,0.02
14581,15440,Resident Evil Zero,PC,2016,Action,Capcom,0.01,0.01,0,0,0.02
14582,15441,Warship Gunner 2 Portable,PSP,2009,Simulation,Tecmo Koei,0,0,0.02,0,0.02
14583,15442,Nervous Brickdown,DS,2007,Strategy,Eidos Interactive,0,0.01,0,0,0.02
14584,15443,Downtown Nekketsu Jidaigek,3DS,2015,Action,Arc System Works,0,0,0.02,0,0.02
14585,15444,Mini Ninjas,PC,2009,Action,Eidos Interactive,0,0.02,0,0,0.02
14586,15445,Legend of Kay Anniversary,PS4,2015,Action,Nordic Games,0,0.02,0,0,0.02
14587,15446,NHL 09,PC,2008,Sports,Electronic Arts,0,0.02,0,0,0.02
14588,15447,Spanish for Everyone!,DS,2007,Strategy,Activision,0.02,0,0,0,0.02
14589,15448,Battle Princess of Arcadias,PS3,2013,Role-Playing,Nippon Ichi Software,0,0,0.02,0,0.02
14590,15449,Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version,PSV,2015,Strategy,Tecmo Koei,0,0,0.02,0,0.02
14591,15450,Germany's Next Topmodel 2011,Wii,2011,Simulation,7G//AMES,0,0.02,0,0,0.02
14592,15451,Uchuu Keiji Tamashii: The Space Sheriff Spirits,PS2,2006,Action,Namco Bandai Games,0,0,0.02,0,0.02
14593,15452,Angelique Retour,PSV,2015,Action,Tecmo Koei,0,0,0.02,0,0.02
14594,15453,Winx Club: Saving Alfea,DS,2014,Action,Namco Bandai Games,0.02,0,0,0,0.02
14595,15454,UFO: Trilogy,PC,2007,Strategy,Unknown,0,0.02,0,0,0.02
14596,15455,Mount & Blade Collection,PC,2012,Role-Playing,Paradox Interactive,0,0.02,0,0,0.02
14597,15456,Car Battler Joe,GBA,2001,Role-Playing,Victor Interactive,0.01,0.01,0,0,0.02
14598,15457,Vietcong,PC,2003,Action,Gathering of Developers,0,0.02,0,0,0.02
14599,15458,StormLover Karen!!,PSP,2011,Adventure,D3Publisher,0,0,0.02,0,0.02
14600,15459,Digimon Rumble Arena 2,XB,2004,Action,Atari,0.01,0,0,0,0.02
14601,15460,Steins;Gate: Hiyoku Renri no Darling,PS3,2012,Adventure,5pb,0,0,0.02,0,0.02
14602,15461,Ten Pin Alley 2,Wii,2008,Sports,XS Games,0.02,0,0,0,0.02
14603,15462,Coded Soul: Uke Keigareshi Idea,PSP,2008,Role-Playing,Sony Computer Entertainment,0,0,0.02,0,0.02
